-19.723022,-30.41265,-12.28445
70.460207,-56.988098,40.332156
-10.934283,-62.871473,103.002809
52.682616,-46.250386,-83.74879
10.229856,48.851999,33.512883
-84.096188,-63.613305,-45.334116
-64.259622,-45.579217,48.096957
13.432038,21.813699,-56.977088
-21.026036,-30.837682,-75.389974
44.440595,-27.140834,-5.799655
-3.35151,2.929208,70.096378
-39.909892,24.905747,-6.292459
-67.414116,-24.065215,-5.227328
33.977714,-7.197831,40.084656
46.927668,-14.902211,-50.260444
-29.936899,24.15958,42.171595
-1.057303,-60.678106,14.963453
6.685483,16.604782,-11.507072
74.225256,-58.469016,-11.021031
-58.013644,-27.310402,-46.18374
-72.212551,-62.464286,-7.372023
11.757026,57.259979,-4.638419
-10.5741,-61.168089,-96.138145
-52.616979,-4.945658,34.303493
9.980677,-25.788666,3.850671
-36.693495,-1.219883,-40.018851
-14.042247,34.245107,-38.709852
-28.774218,-63.767464,-16.916694
-13.811767,42.316814,1.825922
-0.84505,27.938268,53.665794
-52.875987,3.922671,8.124296
52.57617,-39.928855,31.341096
19.855162,37.219711,-30.856902
38.422326,-2.319753,-23.711979
-7.879003,5.377907,-60.80185
-38.5326,-17.845734,-57.648035
20.14308,1.786567,57.644393
-8.587877,59.795883,16.393946
-19.209343,-7.595802,-21.761759
-0.877175,-30.372646,87.509677
52.260355,-30.123772,-70.494655
-63.944742,-24.557661,37.342303
-72.887752,-43.081623,-26.664467
-13.108808,45.091868,-21.258378
-23.747719,16.442413,-23.369055
16.3951,17.928444,42.429668
-26.496703,47.39571,23.2457
54.907247,-35.034688,9.124429
-71.681508,-63.767464,63.625581
33.050536,9.062458,-57.541408
8.711666,-2.273798,-3.052805
-71.586954,-43.83686,-3.462787
15.025781,37.581786,-11.773075
40.516378,-16.44825,-67.727098
-4.982801,26.619827,-54.247116
22.08623,8.101511,-21.833922
-15.43784,-46.014328,-85.750839
-22.549616,-13.288929,-72.975353
-25.775092,33.379831,-10.465776
12.333703,-11.944311,69.591778
7.675168,-43.002778,5.281209
55.530251,-63.767464,-87.899881
-4.385757,-44.352666,94.524677
-65.400435,-45.376709,-41.500092
-5.982862,-33.868724,-2.998769
30.768193,-32.775951,0.997909
-62.210567,-12.394465,8.936844
0.373387,32.884612,-12.561326
-40.208363,9.873329,36.284014
61.261924,-40.115866,-13.020629
24.416681,27.65474,-45.618481
6.811193,61.308433,16.752734
18.343978,24.087338,-15.204875
-1.516432,-14.510344,79.108012
49.913657,-24.991174,38.218282
